,time,success,image_names,image_resolution
0,0.15259695053100586,1,"('1.jpg', '2.jpg')",240
1,0.03125452995300293,0,"('2.jpg', '3.jpg')",240
2,0.045508384704589844,0,"('2.jpg', '4.jpg')",240
3,0.032030582427978516,0,"('2.jpg', '5.jpg')",240
4,0.0237576961517334,0,"('2.jpg', '6.jpg')",240
5,0.03632473945617676,0,"('2.jpg', '7.jpg')",240
6,0.6517562866210938,1,"('1.jpg', '2.jpg')",480
7,0.07255387306213379,0,"('2.jpg', '3.jpg')",480
8,0.08463263511657715,0,"('2.jpg', '4.jpg')",480
9,0.07759666442871094,0,"('2.jpg', '5.jpg')",480
10,0.055365562438964844,0,"('2.jpg', '6.jpg')",480
11,0.06755375862121582,0,"('2.jpg', '7.jpg')",480
12,3.464768886566162,1,"('1.jpg', '2.jpg')",720
13,0.08465981483459473,0,"('2.jpg', '3.jpg')",720
14,0.09379744529724121,0,"('2.jpg', '4.jpg')",720
15,0.0735330581665039,0,"('2.jpg', '5.jpg')",720
16,0.08021259307861328,0,"('2.jpg', '6.jpg')",720
17,0.06908607482910156,0,"('2.jpg', '7.jpg')",720
18,0.45776915550231934,1,"('1.jpg', '2.jpg')",1080
19,0.1316242218017578,0,"('2.jpg', '3.jpg')",1080
20,0.10430502891540527,0,"('2.jpg', '4.jpg')",1080
21,0.08074641227722168,0,"('2.jpg', '5.jpg')",1080
22,0.08471918106079102,0,"('2.jpg', '6.jpg')",1080
23,0.07380032539367676,0,"('2.jpg', '7.jpg')",1080
24,2.6381397247314453,1,"('1.jpg', '2.jpg')",2048
25,0.18341994285583496,0,"('2.jpg', '3.jpg')",2048
26,0.21596670150756836,0,"('2.jpg', '4.jpg')",2048
27,0.1850414276123047,0,"('2.jpg', '5.jpg')",2048
28,0.22131562232971191,0,"('2.jpg', '6.jpg')",2048
29,0.18501067161560059,0,"('2.jpg', '7.jpg')",2048
