,time,success,image_names,image_resolution
0,0.04001355171203613,1,"('1.jpg', '2.jpg')",240
1,0.04000449180603027,1,"('2.jpg', '3.jpg')",240
2,0.03998279571533203,0,"('3.jpg', '4.jpg')",240
3,0.03200078010559082,0,"('3.jpg', '5.jpg')",240
4,0.03202986717224121,0,"('3.jpg', '6.jpg')",240
5,0.03146100044250488,0,"('3.jpg', '7.jpg')",240
6,0.03196549415588379,0,"('3.jpg', '8.jpg')",240
7,0.021530866622924805,0,"('3.jpg', '9.jpg')",240
8,0.03789377212524414,0,"('3.jpg', '10.jpg')",240
9,0.024407386779785156,0,"('3.jpg', '11.jpg')",240
10,0.0312807559967041,0,"('3.jpg', '12.jpg')",240
11,0.031220197677612305,0,"('3.jpg', '13.jpg')",240
12,0.02213454246520996,0,"('3.jpg', '14.jpg')",240
13,0.03834176063537598,0,"('3.jpg', '15.jpg')",240
14,0.03312182426452637,0,"('3.jpg', '16.jpg')",240
15,0.02875351905822754,0,"('3.jpg', '17.jpg')",240
16,0.015639305114746094,0,"('3.jpg', '18.jpg')",240
17,0.03128480911254883,0,"('3.jpg', '19.jpg')",240
18,0.031214475631713867,0,"('3.jpg', '20.jpg')",240
19,0.022168874740600586,0,"('3.jpg', '21.jpg')",240
20,0.09553217887878418,1,"('1.jpg', '2.jpg')",480
21,0.10033941268920898,1,"('2.jpg', '3.jpg')",480
22,0.1000819206237793,1,"('3.jpg', '4.jpg')",480
23,0.09379887580871582,0,"('4.jpg', '5.jpg')",480
24,0.10027909278869629,0,"('4.jpg', '6.jpg')",480
25,0.10683321952819824,0,"('4.jpg', '7.jpg')",480
26,0.10027742385864258,0,"('4.jpg', '8.jpg')",480
27,0.10027480125427246,0,"('4.jpg', '9.jpg')",480
28,0.10021400451660156,0,"('4.jpg', '10.jpg')",480
29,0.10034298896789551,0,"('4.jpg', '11.jpg')",480
30,0.10027360916137695,0,"('4.jpg', '12.jpg')",480
31,0.10030889511108398,0,"('4.jpg', '13.jpg')",480
32,0.09599041938781738,0,"('4.jpg', '14.jpg')",480
33,0.08691811561584473,0,"('4.jpg', '15.jpg')",480
34,0.10431146621704102,0,"('4.jpg', '16.jpg')",480
35,0.09535741806030273,0,"('4.jpg', '17.jpg')",480
36,0.10024762153625488,0,"('4.jpg', '18.jpg')",480
37,0.08594846725463867,0,"('4.jpg', '19.jpg')",480
38,0.08321547508239746,0,"('4.jpg', '20.jpg')",480
39,0.10034394264221191,0,"('4.jpg', '21.jpg')",480
40,0.19308042526245117,1,"('1.jpg', '2.jpg')",720
41,0.20646929740905762,1,"('2.jpg', '3.jpg')",720
42,0.21553850173950195,1,"('3.jpg', '4.jpg')",720
43,0.18094515800476074,0,"('4.jpg', '5.jpg')",720
44,0.2059319019317627,0,"('4.jpg', '6.jpg')",720
45,0.20463824272155762,0,"('4.jpg', '7.jpg')",720
46,0.21552634239196777,0,"('4.jpg', '8.jpg')",720
47,0.19692087173461914,0,"('4.jpg', '9.jpg')",720
48,0.18496370315551758,0,"('4.jpg', '10.jpg')",720
49,0.2002091407775879,0,"('4.jpg', '11.jpg')",720
50,0.2048501968383789,0,"('4.jpg', '12.jpg')",720
51,0.19599032402038574,0,"('4.jpg', '13.jpg')",720
52,0.20051121711730957,0,"('4.jpg', '14.jpg')",720
53,0.2285904884338379,0,"('4.jpg', '15.jpg')",720
54,0.18808484077453613,0,"('4.jpg', '16.jpg')",720
55,0.2069261074066162,0,"('4.jpg', '17.jpg')",720
56,0.2044367790222168,0,"('4.jpg', '18.jpg')",720
57,0.18407845497131348,0,"('4.jpg', '19.jpg')",720
58,0.16927313804626465,0,"('4.jpg', '20.jpg')",720
59,0.1850266456604004,0,"('4.jpg', '21.jpg')",720
60,0.48116230964660645,1,"('1.jpg', '2.jpg')",1080
61,0.4974203109741211,1,"('2.jpg', '3.jpg')",1080
62,0.46328258514404297,1,"('3.jpg', '4.jpg')",1080
