,time,success,image_names,image_resolution
0,0.18122243881225586,1,"('1.jpg', '2.jpg')",240
1,0.025693416595458984,0,"('2.jpg', '3.jpg')",240
2,0.027382612228393555,0,"('2.jpg', '4.jpg')",240
3,0.024098873138427734,0,"('2.jpg', '5.jpg')",240
4,0.015626907348632812,0,"('2.jpg', '6.jpg')",240
5,0.017154693603515625,0,"('2.jpg', '7.jpg')",240
6,0.03129172325134277,0,"('2.jpg', '8.jpg')",240
7,0.015592575073242188,0,"('2.jpg', '9.jpg')",240
8,0.031252384185791016,0,"('2.jpg', '10.jpg')",240
9,0.022130250930786133,0,"('2.jpg', '11.jpg')",240
10,0.03494119644165039,0,"('2.jpg', '12.jpg')",240
11,0.023973703384399414,0,"('2.jpg', '13.jpg')",240
12,0.008087396621704102,0,"('2.jpg', '14.jpg')",240
13,0.015628337860107422,0,"('2.jpg', '15.jpg')",240
14,0.01763176918029785,0,"('2.jpg', '16.jpg')",240
15,0.015634775161743164,0,"('2.jpg', '17.jpg')",240
16,0.01564645767211914,0,"('2.jpg', '18.jpg')",240
17,0.32564496994018555,1,"('1.jpg', '2.jpg')",480
18,0.0625307559967041,0,"('2.jpg', '3.jpg')",480
19,0.05340003967285156,0,"('2.jpg', '4.jpg')",480
20,0.06900572776794434,0,"('2.jpg', '5.jpg')",480
21,0.043161869049072266,0,"('2.jpg', '6.jpg')",480
22,0.03976583480834961,0,"('2.jpg', '7.jpg')",480
23,0.06403636932373047,0,"('2.jpg', '8.jpg')",480
24,0.046890974044799805,0,"('2.jpg', '9.jpg')",480
25,0.037805795669555664,0,"('2.jpg', '10.jpg')",480
26,0.05108165740966797,0,"('2.jpg', '11.jpg')",480
27,0.048975229263305664,0,"('2.jpg', '12.jpg')",480
28,0.05338239669799805,0,"('2.jpg', '13.jpg')",480
29,0.04688549041748047,0,"('2.jpg', '14.jpg')",480
30,0.04691123962402344,0,"('2.jpg', '15.jpg')",480
31,0.049394845962524414,0,"('2.jpg', '16.jpg')",480
32,0.03973817825317383,0,"('2.jpg', '17.jpg')",480
33,0.048925161361694336,0,"('2.jpg', '18.jpg')",480
34,0.3680288791656494,1,"('1.jpg', '2.jpg')",720
35,0.07812786102294922,0,"('2.jpg', '3.jpg')",720
36,0.06908488273620605,0,"('2.jpg', '4.jpg')",720
37,0.0807795524597168,0,"('2.jpg', '5.jpg')",720
38,0.07299947738647461,0,"('2.jpg', '6.jpg')",720
39,0.07813286781311035,0,"('2.jpg', '7.jpg')",720
40,0.07259678840637207,0,"('2.jpg', '8.jpg')",720
41,0.0654137134552002,0,"('2.jpg', '9.jpg')",720
42,0.08471179008483887,0,"('2.jpg', '10.jpg')",720
43,0.07376241683959961,0,"('2.jpg', '11.jpg')",720
44,0.07138848304748535,0,"('2.jpg', '12.jpg')",720
45,0.09171366691589355,0,"('2.jpg', '13.jpg')",720
46,0.06949925422668457,0,"('2.jpg', '14.jpg')",720
47,0.07607436180114746,0,"('2.jpg', '15.jpg')",720
48,0.06250905990600586,0,"('2.jpg', '16.jpg')",720
49,0.07249760627746582,0,"('2.jpg', '17.jpg')",720
50,0.06530976295471191,0,"('2.jpg', '18.jpg')",720
51,0.5351955890655518,1,"('1.jpg', '2.jpg')",1080
52,0.0846855640411377,0,"('2.jpg', '3.jpg')",1080
53,0.06906843185424805,0,"('2.jpg', '4.jpg')",1080
54,0.07499027252197266,0,"('2.jpg', '5.jpg')",1080
55,0.07816052436828613,0,"('2.jpg', '6.jpg')",1080
56,0.07655858993530273,0,"('2.jpg', '7.jpg')",1080
57,0.08076834678649902,0,"('2.jpg', '8.jpg')",1080
58,0.08838939666748047,0,"('2.jpg', '9.jpg')",1080
59,0.0690150260925293,0,"('2.jpg', '10.jpg')",1080
60,0.09043121337890625,0,"('2.jpg', '11.jpg')",1080
61,0.07214856147766113,0,"('2.jpg', '12.jpg')",1080
62,0.08470940589904785,0,"('2.jpg', '13.jpg')",1080
63,0.08528351783752441,0,"('2.jpg', '14.jpg')",1080
64,0.06804704666137695,0,"('2.jpg', '15.jpg')",1080
65,0.07816934585571289,0,"('2.jpg', '16.jpg')",1080
66,0.08037853240966797,0,"('2.jpg', '17.jpg')",1080
67,0.08902287483215332,0,"('2.jpg', '18.jpg')",1080
68,0.6110243797302246,1,"('1.jpg', '2.jpg')",2048
69,0.16948986053466797,0,"('2.jpg', '3.jpg')",2048
70,0.12642717361450195,0,"('2.jpg', '4.jpg')",2048
71,0.09220504760742188,0,"('2.jpg', '5.jpg')",2048
72,0.10366606712341309,0,"('2.jpg', '6.jpg')",2048
73,0.0961465835571289,0,"('2.jpg', '7.jpg')",2048
74,0.11954140663146973,0,"('2.jpg', '8.jpg')",2048
75,0.09467005729675293,0,"('2.jpg', '9.jpg')",2048
76,0.12759900093078613,0,"('2.jpg', '10.jpg')",2048
77,0.10015130043029785,0,"('2.jpg', '11.jpg')",2048
78,0.11607122421264648,0,"('2.jpg', '12.jpg')",2048
79,0.10740780830383301,0,"('2.jpg', '13.jpg')",2048
80,0.11230707168579102,0,"('2.jpg', '14.jpg')",2048
81,0.10378456115722656,0,"('2.jpg', '15.jpg')",2048
82,0.1198732852935791,0,"('2.jpg', '16.jpg')",2048
83,0.09617376327514648,0,"('2.jpg', '17.jpg')",2048
84,0.10093212127685547,0,"('2.jpg', '18.jpg')",2048
