,time,success,image_names,image_resolution
0,0.04198408126831055,1,"('1.jpg', '2.jpg')",240
1,0.024015188217163086,0,"('2.jpg', '3.jpg')",240
2,0.03196215629577637,0,"('2.jpg', '4.jpg')",240
3,0.0319979190826416,0,"('2.jpg', '5.jpg')",240
4,0.03200244903564453,0,"('2.jpg', '6.jpg')",240
5,0.03199958801269531,0,"('2.jpg', '7.jpg')",240
6,0.032000064849853516,0,"('2.jpg', '8.jpg')",240
7,0.02399897575378418,0,"('2.jpg', '9.jpg')",240
8,0.032006025314331055,0,"('2.jpg', '10.jpg')",240
9,0.023996829986572266,0,"('2.jpg', '11.jpg')",240
10,0.0240325927734375,0,"('2.jpg', '12.jpg')",240
11,0.023995399475097656,0,"('2.jpg', '13.jpg')",240
12,0.032013654708862305,0,"('2.jpg', '14.jpg')",240
13,0.03198862075805664,0,"('2.jpg', '15.jpg')",240
14,0.023971080780029297,0,"('2.jpg', '16.jpg')",240
15,0.03199648857116699,0,"('2.jpg', '17.jpg')",240
16,0.0160977840423584,0,"('2.jpg', '18.jpg')",240
17,0.11203622817993164,1,"('1.jpg', '2.jpg')",480
18,0.09477043151855469,0,"('2.jpg', '3.jpg')",480
19,0.08948826789855957,0,"('2.jpg', '4.jpg')",480
20,0.08635544776916504,0,"('2.jpg', '5.jpg')",480
21,0.08519148826599121,0,"('2.jpg', '6.jpg')",480
22,0.08278679847717285,0,"('2.jpg', '7.jpg')",480
23,0.08717894554138184,0,"('2.jpg', '8.jpg')",480
24,0.08664464950561523,0,"('2.jpg', '9.jpg')",480
25,0.08370661735534668,0,"('2.jpg', '10.jpg')",480
26,0.07875657081604004,0,"('2.jpg', '11.jpg')",480
27,0.08466148376464844,0,"('2.jpg', '12.jpg')",480
28,0.09327840805053711,0,"('2.jpg', '13.jpg')",480
29,0.09249138832092285,0,"('2.jpg', '14.jpg')",480
30,0.08359670639038086,0,"('2.jpg', '15.jpg')",480
31,0.08449888229370117,0,"('2.jpg', '16.jpg')",480
32,0.09376788139343262,0,"('2.jpg', '17.jpg')",480
33,0.08465075492858887,0,"('2.jpg', '18.jpg')",480
34,0.2145986557006836,1,"('1.jpg', '2.jpg')",720
35,0.21599984169006348,1,"('2.jpg', '3.jpg')",720
36,0.2292022705078125,1,"('3.jpg', '4.jpg')",720
37,0.21747374534606934,1,"('4.jpg', '5.jpg')",720
38,0.22415757179260254,1,"('5.jpg', '6.jpg')",720
39,0.2042241096496582,1,"('6.jpg', '7.jpg')",720
40,0.21805572509765625,1,"('7.jpg', '8.jpg')",720
41,0.21036100387573242,1,"('8.jpg', '9.jpg')",720
42,0.17911291122436523,0,"('9.jpg', '10.jpg')",720
43,0.20388555526733398,0,"('9.jpg', '11.jpg')",720
44,0.19778108596801758,0,"('9.jpg', '12.jpg')",720
45,0.1994025707244873,0,"('9.jpg', '13.jpg')",720
46,0.20600342750549316,0,"('9.jpg', '14.jpg')",720
47,0.20119929313659668,0,"('9.jpg', '15.jpg')",720
48,0.18302059173583984,0,"('9.jpg', '16.jpg')",720
49,0.17884373664855957,0,"('9.jpg', '17.jpg')",720
50,0.21209049224853516,0,"('9.jpg', '18.jpg')",720
51,0.4541630744934082,1,"('1.jpg', '2.jpg')",1080
52,0.5006599426269531,1,"('2.jpg', '3.jpg')",1080
53,0.48466992378234863,1,"('3.jpg', '4.jpg')",1080
54,0.484602689743042,1,"('4.jpg', '5.jpg')",1080
55,0.4745597839355469,1,"('5.jpg', '6.jpg')",1080
56,0.46549367904663086,1,"('6.jpg', '7.jpg')",1080
57,0.45490550994873047,1,"('7.jpg', '8.jpg')",1080
58,0.47473764419555664,1,"('8.jpg', '9.jpg')",1080
59,0.44048047065734863,1,"('9.jpg', '10.jpg')",1080
60,0.46106791496276855,1,"('10.jpg', '11.jpg')",1080
61,0.4690134525299072,1,"('11.jpg', '12.jpg')",1080
62,0.508059024810791,1,"('12.jpg', '13.jpg')",1080
63,0.40200042724609375,0,"('13.jpg', '14.jpg')",1080
64,0.4476785659790039,0,"('13.jpg', '15.jpg')",1080
65,0.4449954032897949,0,"('13.jpg', '16.jpg')",1080
66,0.4542853832244873,0,"('13.jpg', '17.jpg')",1080
67,0.4352569580078125,0,"('13.jpg', '18.jpg')",1080
68,1.7037701606750488,1,"('1.jpg', '2.jpg')",2048
69,1.7053143978118896,1,"('2.jpg', '3.jpg')",2048
70,1.5481836795806885,0,"('3.jpg', '4.jpg')",2048
71,1.5910813808441162,0,"('3.jpg', '5.jpg')",2048
72,1.597832202911377,0,"('3.jpg', '6.jpg')",2048
73,1.5758254528045654,0,"('3.jpg', '7.jpg')",2048
74,1.62790846824646,0,"('3.jpg', '8.jpg')",2048
75,1.5805511474609375,0,"('3.jpg', '9.jpg')",2048
76,1.6013586521148682,0,"('3.jpg', '10.jpg')",2048
77,1.5817575454711914,0,"('3.jpg', '11.jpg')",2048
78,1.6992101669311523,0,"('3.jpg', '12.jpg')",2048
79,1.7708632946014404,0,"('3.jpg', '13.jpg')",2048
80,1.8028192520141602,0,"('3.jpg', '14.jpg')",2048
81,1.5482208728790283,0,"('3.jpg', '15.jpg')",2048
82,1.692441701889038,0,"('3.jpg', '16.jpg')",2048
83,1.6742417812347412,0,"('3.jpg', '17.jpg')",2048
84,1.655339002609253,0,"('3.jpg', '18.jpg')",2048
